_id,co_uf,no_uf,ano,variavel,social_categoria,social_subcategoria,valor
477,13,Amazonas,2019,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 1*,1364035.0
478,13,Amazonas,2019,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 2**,297283.0
479,13,Amazonas,2019,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 3***,280074.0
480,13,Amazonas,2019,Assistência Social,CadÚnico,Quantidade total de famílias cadastradas,672788.0
481,13,Amazonas,2019,Assistência Social,CadÚnico,"Quantidade total de famílias cadastradas com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",561862.0
482,13,Amazonas,2019,Assistência Social,CadÚnico,Quantidade total de famílias com os cadastros atualizados,572426.0
483,13,Amazonas,2019,Assistência Social,CadÚnico,Quantidade total de pessoas cadastradas,2094857.0
484,13,Amazonas,2019,Assistência Social,CadÚnico,"Quantidade total de pessoas cadastradas em famílias com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",1941392.0
485,13,Amazonas,2019,Assistência Social,CadÚnico,Taxa de atualização cadastral - a taxa é obtida pela divisão do Total de Famílias com cadastro atualizado pelo Total de Famílias cadastradas no Cadastro Único.,0.8508267092
486,13,Amazonas,2019,Assistência Social,CadÚnico,Taxa de atualização cadastral até 1/2 Sal. min. - a taxa é obtida pela divisão do Total de Famílias com renda até 1/2 Sal. min. com cadastro atualizado pelo Total de Famílias cadastradas com renda até 1/2 Sal. min. no Cadastro Único.,0.8571695541
487,13,Amazonas,2020,Assistência Social,CadÚnico,Quantidade de famílias beneficiárias do Programa Bolsa Família/Auxílio Brasil com algum membro em situação de trabalho infantil,899.0
488,13,Amazonas,2020,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com algum membro em situação de trabalho infantil,944.0
489,13,Amazonas,2020,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),109452.0
490,13,Amazonas,2020,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 1*,382711.0
491,13,Amazonas,2020,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 2**,81784.0
492,13,Amazonas,2020,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 3***,94217.0
493,13,Amazonas,2020,Assistência Social,CadÚnico,Quantidade de famílias com os cadastros atualizados e com renda per capita mensal até meio salário mínimo,395803.0
494,13,Amazonas,2020,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),147848.0
495,13,Amazonas,2020,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 1*,1356021.0
496,13,Amazonas,2020,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 2**,278701.0
497,13,Amazonas,2020,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 3***,263779.0
498,13,Amazonas,2020,Assistência Social,CadÚnico,Quantidade total de famílias cadastradas,668164.0
499,13,Amazonas,2020,Assistência Social,CadÚnico,"Quantidade total de famílias cadastradas com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",558712.0
500,13,Amazonas,2020,Assistência Social,CadÚnico,Quantidade total de famílias com os cadastros atualizados,470407.0
501,13,Amazonas,2020,Assistência Social,CadÚnico,Quantidade total de pessoas cadastradas,2046349.0
502,13,Amazonas,2020,Assistência Social,CadÚnico,"Quantidade total de pessoas cadastradas em famílias com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",1898501.0
503,13,Amazonas,2020,Assistência Social,CadÚnico,Taxa de atualização cadastral - a taxa é obtida pela divisão do Total de Famílias com cadastro atualizado pelo Total de Famílias cadastradas no Cadastro Único.,0.7040292503
504,13,Amazonas,2020,Assistência Social,CadÚnico,Taxa de atualização cadastral até 1/2 Sal. min. - a taxa é obtida pela divisão do Total de Famílias com renda até 1/2 Sal. min. com cadastro atualizado pelo Total de Famílias cadastradas com renda até 1/2 Sal. min. no Cadastro Único.,0.7084204384
505,13,Amazonas,2021,Assistência Social,CadÚnico,Quantidade de famílias beneficiárias do Programa Bolsa Família/Auxílio Brasil com algum membro em situação de trabalho infantil,649.0
506,13,Amazonas,2021,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com algum membro em situação de trabalho infantil,674.0
507,13,Amazonas,2021,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),119056.0
508,13,Amazonas,2021,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 1*,411311.0
509,13,Amazonas,2021,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 2**,91098.0
510,13,Amazonas,2021,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 3***,106292.0
511,13,Amazonas,2021,Assistência Social,CadÚnico,Quantidade de famílias com os cadastros atualizados e com renda per capita mensal até meio salário mínimo,348715.0
512,13,Amazonas,2021,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),156927.0
513,13,Amazonas,2021,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 1*,1412911.0
514,13,Amazonas,2021,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 2**,281517.0
515,13,Amazonas,2021,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 3***,285484.0
516,13,Amazonas,2021,Assistência Social,CadÚnico,Quantidade total de famílias cadastradas,727757.0
517,13,Amazonas,2021,Assistência Social,CadÚnico,"Quantidade total de famílias cadastradas com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",608701.0
518,13,Amazonas,2021,Assistência Social,CadÚnico,Quantidade total de famílias com os cadastros atualizados,401796.0
519,13,Amazonas,2021,Assistência Social,CadÚnico,Quantidade total de pessoas cadastradas,2136839.0
520,13,Amazonas,2021,Assistência Social,CadÚnico,"Quantidade total de pessoas cadastradas em famílias com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",1979912.0
521,13,Amazonas,2021,Assistência Social,CadÚnico,Taxa de atualização cadastral - a taxa é obtida pela divisão do Total de Famílias com cadastro atualizado pelo Total de Famílias cadastradas no Cadastro Único.,0.5521018692
522,13,Amazonas,2021,Assistência Social,CadÚnico,Taxa de atualização cadastral até 1/2 Sal. min. - a taxa é obtida pela divisão do Total de Famílias com renda até 1/2 Sal. min. com cadastro atualizado pelo Total de Famílias cadastradas com renda até 1/2 Sal. min. no Cadastro Único.,0.5728838954
523,13,Amazonas,2022,Assistência Social,CadÚnico,Quantidade de famílias beneficiárias do Programa Bolsa Família/Auxílio Brasil com algum membro em situação de trabalho infantil,528.0
524,13,Amazonas,2022,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com algum membro em situação de trabalho infantil,543.0
525,13,Amazonas,2022,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),146691.0
526,13,Amazonas,2022,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 1*,637756.0
527,13,Amazonas,2022,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 2**,106025.0
528,13,Amazonas,2022,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 3***,112760.0
529,13,Amazonas,2022,Assistência Social,CadÚnico,Quantidade de famílias com os cadastros atualizados e com renda per capita mensal até meio salário mínimo,730312.0
530,13,Amazonas,2022,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),187511.0
531,13,Amazonas,2022,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 1*,1734711.0
532,13,Amazonas,2022,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 2**,286727.0
533,13,Amazonas,2022,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 3***,287002.0
534,13,Amazonas,2022,Assistência Social,CadÚnico,Quantidade total de famílias cadastradas,1003232.0
535,13,Amazonas,2022,Assistência Social,CadÚnico,"Quantidade total de famílias cadastradas com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",856541.0
536,13,Amazonas,2022,Assistência Social,CadÚnico,Quantidade total de famílias com os cadastros atualizados,814072.0
537,13,Amazonas,2022,Assistência Social,CadÚnico,Quantidade total de pessoas cadastradas,2495951.0
538,13,Amazonas,2022,Assistência Social,CadÚnico,"Quantidade total de pessoas cadastradas em famílias com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",2308440.0
539,13,Amazonas,2022,Assistência Social,CadÚnico,Taxa de atualização cadastral - a taxa é obtida pela divisão do Total de Famílias com cadastro atualizado pelo Total de Famílias cadastradas no Cadastro Único.,0.8114493956
540,13,Amazonas,2022,Assistência Social,CadÚnico,Taxa de atualização cadastral até 1/2 Sal. min. - a taxa é obtida pela divisão do Total de Famílias com renda até 1/2 Sal. min. com cadastro atualizado pelo Total de Famílias cadastradas com renda até 1/2 Sal. min. no Cadastro Único.,0.8526293546
541,14,Roraima,2012,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),4104.0
542,14,Roraima,2012,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 1*,49454.0
543,14,Roraima,2012,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 2**,10844.0
544,14,Roraima,2012,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 3***,7300.0
545,14,Roraima,2012,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),6957.0
546,14,Roraima,2012,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 1*,182139.0
547,14,Roraima,2012,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 2**,38722.0
548,14,Roraima,2012,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 3***,21231.0
549,14,Roraima,2012,Assistência Social,CadÚnico,Quantidade total de famílias cadastradas,71702.0
550,14,Roraima,2012,Assistência Social,CadÚnico,"Quantidade total de famílias cadastradas com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",67598.0
551,14,Roraima,2012,Assistência Social,CadÚnico,Quantidade total de pessoas cadastradas,249049.0
552,14,Roraima,2012,Assistência Social,CadÚnico,"Quantidade total de pessoas cadastradas em famílias com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",242092.0
553,14,Roraima,2013,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),6075.0
554,14,Roraima,2013,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 1*,46831.0
555,14,Roraima,2013,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 2**,14134.0
556,14,Roraima,2013,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 3***,11352.0
557,14,Roraima,2013,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),9736.0
558,14,Roraima,2013,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 1*,168596.0
559,14,Roraima,2013,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 2**,49960.0
560,14,Roraima,2013,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 3***,32731.0
561,14,Roraima,2013,Assistência Social,CadÚnico,Quantidade total de famílias cadastradas,78392.0
562,14,Roraima,2013,Assistência Social,CadÚnico,"Quantidade total de famílias cadastradas com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",72317.0
563,14,Roraima,2013,Assistência Social,CadÚnico,Quantidade total de pessoas cadastradas,261023.0
564,14,Roraima,2013,Assistência Social,CadÚnico,"Quantidade total de pessoas cadastradas em famílias com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",251287.0
565,14,Roraima,2014,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),8956.0
566,14,Roraima,2014,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 1*,49353.0
567,14,Roraima,2014,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 2**,15680.0
568,14,Roraima,2014,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 3***,14026.0
569,14,Roraima,2014,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),13989.0
570,14,Roraima,2014,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 1*,171884.0
571,14,Roraima,2014,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 2**,54334.0
572,14,Roraima,2014,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 3***,40682.0
573,14,Roraima,2014,Assistência Social,CadÚnico,Quantidade total de famílias cadastradas,88015.0
574,14,Roraima,2014,Assistência Social,CadÚnico,"Quantidade total de famílias cadastradas com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",79059.0
575,14,Roraima,2014,Assistência Social,CadÚnico,Quantidade total de pessoas cadastradas,280889.0
576,14,Roraima,2014,Assistência Social,CadÚnico,"Quantidade total de pessoas cadastradas em famílias com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",266900.0
577,14,Roraima,2015,Assistência Social,CadÚnico,Quantidade de famílias beneficiárias do Programa Bolsa Família/Auxílio Brasil com algum membro em situação de trabalho infantil,346.0
578,14,Roraima,2015,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com algum membro em situação de trabalho infantil,530.0
579,14,Roraima,2015,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),13171.0
580,14,Roraima,2015,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 1*,43746.0
581,14,Roraima,2015,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 2**,16427.0
582,14,Roraima,2015,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 3***,19153.0
583,14,Roraima,2015,Assistência Social,CadÚnico,Quantidade de famílias com os cadastros atualizados e com renda per capita mensal até meio salário mínimo,62392.0
584,14,Roraima,2015,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),20094.0
585,14,Roraima,2015,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 1*,151668.0
586,14,Roraima,2015,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 2**,56360.0
587,14,Roraima,2015,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 3***,56473.0
588,14,Roraima,2015,Assistência Social,CadÚnico,Quantidade total de famílias cadastradas,92497.0
589,14,Roraima,2015,Assistência Social,CadÚnico,"Quantidade total de famílias cadastradas com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",79326.0
590,14,Roraima,2015,Assistência Social,CadÚnico,Quantidade total de famílias com os cadastros atualizados,72144.0
591,14,Roraima,2015,Assistência Social,CadÚnico,Quantidade total de pessoas cadastradas,284595.0
592,14,Roraima,2015,Assistência Social,CadÚnico,"Quantidade total de pessoas cadastradas em famílias com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",264501.0
593,14,Roraima,2015,Assistência Social,CadÚnico,Taxa de atualização cadastral - a taxa é obtida pela divisão do Total de Famílias com cadastro atualizado pelo Total de Famílias cadastradas no Cadastro Único.,0.7799604311
594,14,Roraima,2015,Assistência Social,CadÚnico,Taxa de atualização cadastral até 1/2 Sal. min. - a taxa é obtida pela divisão do Total de Famílias com renda até 1/2 Sal. min. com cadastro atualizado pelo Total de Famílias cadastradas com renda até 1/2 Sal. min. no Cadastro Único.,0.7865264856
595,14,Roraima,2016,Assistência Social,CadÚnico,Quantidade de famílias beneficiárias do Programa Bolsa Família/Auxílio Brasil com algum membro em situação de trabalho infantil,207.0
596,14,Roraima,2016,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com algum membro em situação de trabalho infantil,315.0
597,14,Roraima,2016,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),15538.0
598,14,Roraima,2016,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 1*,41805.0
599,14,Roraima,2016,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 2**,15037.0
600,14,Roraima,2016,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 3***,19341.0
601,14,Roraima,2016,Assistência Social,CadÚnico,Quantidade de famílias com os cadastros atualizados e com renda per capita mensal até meio salário mínimo,59853.0
602,14,Roraima,2016,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),24648.0
603,14,Roraima,2016,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 1*,145994.0
604,14,Roraima,2016,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 2**,51484.0
605,14,Roraima,2016,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 3***,58262.0
606,14,Roraima,2016,Assistência Social,CadÚnico,Quantidade total de famílias cadastradas,91721.0
607,14,Roraima,2016,Assistência Social,CadÚnico,"Quantidade total de famílias cadastradas com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",76183.0
608,14,Roraima,2016,Assistência Social,CadÚnico,Quantidade total de famílias com os cadastros atualizados,68944.0
609,14,Roraima,2016,Assistência Social,CadÚnico,Quantidade total de pessoas cadastradas,280388.0
610,14,Roraima,2016,Assistência Social,CadÚnico,"Quantidade total de pessoas cadastradas em famílias com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",255740.0
611,14,Roraima,2016,Assistência Social,CadÚnico,Taxa de atualização cadastral - a taxa é obtida pela divisão do Total de Famílias com cadastro atualizado pelo Total de Famílias cadastradas no Cadastro Único.,0.7516708278
612,14,Roraima,2016,Assistência Social,CadÚnico,Taxa de atualização cadastral até 1/2 Sal. min. - a taxa é obtida pela divisão do Total de Famílias com renda até 1/2 Sal. min. com cadastro atualizado pelo Total de Famílias cadastradas com renda até 1/2 Sal. min. no Cadastro Único.,0.7856477167
613,14,Roraima,2017,Assistência Social,CadÚnico,Quantidade de famílias beneficiárias do Programa Bolsa Família/Auxílio Brasil com algum membro em situação de trabalho infantil,75.0
614,14,Roraima,2017,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com algum membro em situação de trabalho infantil,150.0
615,14,Roraima,2017,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),14091.0
616,14,Roraima,2017,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 1*,42110.0
617,14,Roraima,2017,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 2**,13857.0
618,14,Roraima,2017,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 3***,19181.0
619,14,Roraima,2017,Assistência Social,CadÚnico,Quantidade de famílias com os cadastros atualizados e com renda per capita mensal até meio salário mínimo,53600.0
620,14,Roraima,2017,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),20278.0
621,14,Roraima,2017,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 1*,146470.0
622,14,Roraima,2017,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 2**,47296.0
623,14,Roraima,2017,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 3***,55025.0
624,14,Roraima,2017,Assistência Social,CadÚnico,Quantidade total de famílias cadastradas,89239.0
625,14,Roraima,2017,Assistência Social,CadÚnico,"Quantidade total de famílias cadastradas com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",75148.0
626,14,Roraima,2017,Assistência Social,CadÚnico,Quantidade total de famílias com os cadastros atualizados,62018.0
627,14,Roraima,2017,Assistência Social,CadÚnico,Quantidade total de pessoas cadastradas,269069.0
628,14,Roraima,2017,Assistência Social,CadÚnico,"Quantidade total de pessoas cadastradas em famílias com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",248791.0
629,14,Roraima,2017,Assistência Social,CadÚnico,Taxa de atualização cadastral - a taxa é obtida pela divisão do Total de Famílias com cadastro atualizado pelo Total de Famílias cadastradas no Cadastro Único.,0.6949652058
630,14,Roraima,2017,Assistência Social,CadÚnico,Taxa de atualização cadastral até 1/2 Sal. min. - a taxa é obtida pela divisão do Total de Famílias com renda até 1/2 Sal. min. com cadastro atualizado pelo Total de Famílias cadastradas com renda até 1/2 Sal. min. no Cadastro Único.,0.7132591686
631,14,Roraima,2018,Assistência Social,CadÚnico,Quantidade de famílias beneficiárias do Programa Bolsa Família/Auxílio Brasil com algum membro em situação de trabalho infantil,29.0
632,14,Roraima,2018,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com algum membro em situação de trabalho infantil,46.0
633,14,Roraima,2018,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),16095.0
634,14,Roraima,2018,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 1*,43482.0
635,14,Roraima,2018,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 2**,14078.0
636,14,Roraima,2018,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 3***,19098.0
637,14,Roraima,2018,Assistência Social,CadÚnico,Quantidade de famílias com os cadastros atualizados e com renda per capita mensal até meio salário mínimo,62344.0
638,14,Roraima,2018,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),23550.0
639,14,Roraima,2018,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 1*,144908.0
640,14,Roraima,2018,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 2**,46700.0
641,14,Roraima,2018,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 3***,54550.0
642,14,Roraima,2018,Assistência Social,CadÚnico,Quantidade total de famílias cadastradas,92753.0
643,14,Roraima,2018,Assistência Social,CadÚnico,"Quantidade total de famílias cadastradas com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",76658.0
644,14,Roraima,2018,Assistência Social,CadÚnico,Quantidade total de famílias com os cadastros atualizados,74345.0
645,14,Roraima,2018,Assistência Social,CadÚnico,Quantidade total de pessoas cadastradas,269708.0
646,14,Roraima,2018,Assistência Social,CadÚnico,"Quantidade total de pessoas cadastradas em famílias com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",246158.0
647,14,Roraima,2018,Assistência Social,CadÚnico,Taxa de atualização cadastral - a taxa é obtida pela divisão do Total de Famílias com cadastro atualizado pelo Total de Famílias cadastradas no Cadastro Único.,0.8015374166
648,14,Roraima,2018,Assistência Social,CadÚnico,Taxa de atualização cadastral até 1/2 Sal. min. - a taxa é obtida pela divisão do Total de Famílias com renda até 1/2 Sal. min. com cadastro atualizado pelo Total de Famílias cadastradas com renda até 1/2 Sal. min. no Cadastro Único.,0.8132745441
649,14,Roraima,2019,Assistência Social,CadÚnico,Quantidade de famílias beneficiárias do Programa Bolsa Família/Auxílio Brasil com algum membro em situação de trabalho infantil,11.0
650,14,Roraima,2019,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com algum membro em situação de trabalho infantil,12.0
651,14,Roraima,2019,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),18370.0
652,14,Roraima,2019,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 1*,49259.0
653,14,Roraima,2019,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 2**,14193.0
654,14,Roraima,2019,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 3***,18814.0
655,14,Roraima,2019,Assistência Social,CadÚnico,Quantidade de famílias com os cadastros atualizados e com renda per capita mensal até meio salário mínimo,69995.0
656,14,Roraima,2019,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),26586.0
657,14,Roraima,2019,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 1*,159774.0
658,14,Roraima,2019,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 2**,44948.0
659,14,Roraima,2019,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 3***,52635.0
660,14,Roraima,2019,Assistência Social,CadÚnico,Quantidade total de famílias cadastradas,100636.0
661,14,Roraima,2019,Assistência Social,CadÚnico,"Quantidade total de famílias cadastradas com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",82266.0
662,14,Roraima,2019,Assistência Social,CadÚnico,Quantidade total de famílias com os cadastros atualizados,84085.0
663,14,Roraima,2019,Assistência Social,CadÚnico,Quantidade total de pessoas cadastradas,283943.0
664,14,Roraima,2019,Assistência Social,CadÚnico,"Quantidade total de pessoas cadastradas em famílias com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",257357.0
665,14,Roraima,2019,Assistência Social,CadÚnico,Taxa de atualização cadastral - a taxa é obtida pela divisão do Total de Famílias com cadastro atualizado pelo Total de Famílias cadastradas no Cadastro Único.,0.8355359911
